"ID","tau","sl","sen"
"345",0.0643066391348839,0.0120599269866943,0.000915492957746484
"346",0.0600101910531521,0.0191395282745361,0.00086956521739144
"347",0.0581068061292171,0.0232926607131958,0.000851063829787239
"348",0.0618723444640636,0.0157068967819214,0.000914634146341462
"349",0.0690251216292381,0.00703966617584229,0.00102272727272727
"350",0.0766451507806778,0.00276756286621094,0.00115530303030303
"351",0.0804783403873444,0.00167691707611084,0.00125000000000002
"352",0.0818086490035057,0.00140225887298584,0.00130111524163568
"353",0.0828273817896843,0.0012211799621582,0.00135416666666666
"354",0.0847010836005211,0.000942230224609375,0.00140712945590994
"355",0.0886788219213486,0.000535130500793457,0.00144
"356",0.0894819647073746,0.000476479530334473,0.00144508670520231
"357",0.0863571837544441,0.000747084617614746,0.00140000000000001
"358",0.0833908021450043,0.0011296272277832,0.00134948096885813
"359",0.0796854496002197,0.00186312198638916,0.00127450980392158
"360",0.0799212530255318,0.00180554389953613,0.00125256673511294
"361",0.0762521773576736,0.00290966033935547,0.00118055555555556
"362",0.0709162354469299,0.00562882423400879,0.00107049608355091
"363",0.0622116886079311,0.015149712562561,0.000887728459530026
"364",0.0566334389150143,0.027055025100708,0.000789473684210556
"365",0.0538349710404873,0.0355949401855469,0.000722689075630252
"366",0.0515695177018642,0.0441123247146606,0.000665434380776339
"367",0.0475456975400448,0.0634483098983765,0.000595238095238104
"368",0.0459390319883823,0.0729285478591919,0.000573065902578805
"369",0.0492080450057983,0.0547547340393066,0.000606060606060607
"370",0.0535148456692696,0.0367162227630615,0.000662878787878791
"371",0.0592854991555214,0.0206567049026489,0.000747863247863251
"372",0.0676774233579636,0.0082467794418335,0.000854166666666667
"373",0.079795740544796,0.00183987617492676,0.000989010989010987
"374",0.0965667217969894,0.000163555145263672,0.001125
"375",0.109901390969753,1.78813934326172e-05,0.00121951219512195
"376",1,1,NA
"377",1,1,NA
"378",1,1,NA
"379",1,1,NA
"380",1,1,NA
"381",1,1,NA
"382",0.117305614054203,4.64916229248047e-06,0.00144578313253013
"383",0.112729519605637,1.07288360595703e-05,0.00142212189616253
"384",0.107718534767628,2.61068344116211e-05,0.00137152777777778
"385",0.103471353650093,5.36441802978516e-05,0.00132530120481928
"386",0.101330667734146,7.62939453125e-05,0.00129436325678496
"387",0.101501442492008,7.42673873901367e-05,0.00128
"388",0.103308252990246,5.49554824829102e-05,0.00130890052356021
"389",0.103564389050007,5.28097152709961e-05,0.001341059602649
"390",0.101593345403671,7.30752944946289e-05,0.00136439267886855
"391",0.100253000855446,9.08374786376953e-05,0.00138888888888889
"392",0.101820662617683,7.03334808349609e-05,0.00141509433962264
"393",0.100915193557739,8.15391540527344e-05,0.0014102564102564
"394",0.0984419956803322,0.000121355056762695,0.00138888888888891
"395",0.0946711227297783,0.000218987464904785,0.00136094674556213
"396",0.0910008102655411,0.0003814697265625,0.00133333333333334
"397",1,1,NA
"398",1,1,NA
"399",1,1,NA
"400",1,1,NA
"401",1,1,NA
"402",1,1,NA
"403",1,1,NA
"404",1,1,NA
"405",1,1,NA
"406",0.0694838911294937,0.00666177272796631,0.00135433070866142
"407",0.0702247396111488,0.00610530376434326,0.00125954198473282
"408",0.0754710659384727,0.0032120943069458,0.00118
"409",0.0774239599704742,0.00250375270843506,0.0011149825783972
"410",0.0764754191040993,0.00282919406890869,0.00109477124183006
"411",0.0745996758341789,0.0035853385925293,0.00108333333333333
"412",0.0685570240020752,0.00744056701660156,0.000992063492063492
"413",0.0653795823454857,0.0106968879699707,0.000931558935361214
"414",0.0662035793066025,0.00974488258361816,0.000948275862068961
"415",0.0723680481314659,0.0047227144241333,0.00104803493449783
"416",0.0795313268899918,0.00190281867980957,0.00117136659436008
"417",0.0849722698330879,0.000907659530639648,0.00129817444219066
"418",0.0850280150771141,0.000901103019714355,0.00134693877551021
"419",0.0844047963619232,0.000983119010925293,0.00137500000000001
"420",0.0859977602958679,0.000786781311035156,0.00140388768898488
"421",0.0891184508800507,0.000502228736877441,0.00144549763033176
"422",0.0900676399469376,0.000437140464782715,0.00144578313253013
"423",0.0871523320674896,0.000666975975036621,0.00140127388535031
"424",0.0850658789277077,0.000896334648132324,0.00136563876651983
"425",0.0839987620711327,0.00103938579559326,0.00133086876155268
"426",0.0826984643936157,0.001242995262146,0.00128686327077748
"427",0.0802363678812981,0.00173366069793701,0.0012
"428",0.0769013911485672,0.00268042087554932,0.00111570247933884
"429",0.0673554688692093,0.00854659080505371,0.000932203389830504
"430",0.0600799210369587,0.019001841545105,0.00080882352941176
"431",0.056677058339119,0.02692711353302,0.000740740740740744
"432",0.0524316504597664,0.0406739711761475,0.000669456066945607
"433",0.0480477064847946,0.0607163906097412,0.000595903165735568
"434",0.0490041002631187,0.0557597875595093,0.000580645161290322
"435",0.0511340945959091,0.0459308624267578,0.000612903225806456
"436",0.0550112165510654,0.0317568778991699,0.00066239316239316
"437",0.0609714053571224,0.0173131227493286,0.000754098360655739
"438",0.0701715350151062,0.00615549087524414,0.000877944325481799
"439",0.0817169472575188,0.00142288208007812,0.00101190476190477
"440",0.0982422083616257,0.000125527381896973,0.00114882506527415
"441",0.11166387796402,1.31130218505859e-05,0.00126543209876543
"442",1,1,NA
"443",1,1,NA
"444",1,1,NA
"445",1,1,NA
"446",1,1,NA
"447",0.125906050205231,8.34465026855469e-07,0.00147163120567376
"448",0.121172077953815,2.26497650146484e-06,0.0014240506329114
"449",0.114010661840439,8.58306884765625e-06,0.0013559322033898
"450",0.106512062251568,3.21865081787109e-05,0.0013064133016627
"451",0.101042233407497,7.99894332885742e-05,0.00126436781609196
"452",0.0984356477856636,0.000121593475341797,0.00124999999999997
"453",0.0983603447675705,0.000123143196105957,0.00125
"454",0.0999731048941612,9.51290130615234e-05,0.00128038897893031
"455",0.100934781134129,8.13007354736328e-05,0.00130952380952382
"456",0.101217307150364,7.76052474975586e-05,0.00134529147982063
"457",0.102736189961433,6.04391098022461e-05,0.00139737991266376
"458",0.105466678738594,3.83853912353516e-05,0.00142857142857145
"459",0.105744779109955,3.65972518920898e-05,0.00141809290953545
"460",0.103941924870014,4.94718551635742e-05,0.0014080459770115
"461",0.10135155916214,7.59363174438477e-05,0.00141199226305609
"462",0.0975736230611801,0.000139236450195312,0.00140186915887849
"463",1,1,NA
"464",1,1,NA
"465",1,1,NA
"466",1,1,NA
"467",1,1,NA
"468",1,1,NA
"469",1,1,NA
"470",1,1,NA
"471",0.072200246155262,0.00481033325195312,0.0016030534351145
"472",0.0773862302303314,0.00251078605651855,0.00154040404040404
"473",0.0844398811459541,0.000977277755737305,0.00147147147147148
"474",0.0923890545964241,0.000309228897094727,0.0014064914992272
"475",0.0936610847711563,0.000255465507507324,0.00133587786259541
"476",0.0915417969226837,0.000351428985595703,0.00129870129870129
"477",0.0889509692788124,0.000514745712280273,0.00125000000000002
"478",0.0822262167930603,0.00132584571838379,0.00113924050632911
"479",0.0759701803326607,0.00301837921142578,0.0010517529215359
"480",0.073700450360775,0.00401031970977783,0.00102564102564102
"481",0.0761553272604942,0.00294816493988037,0.00107692307692306
"482",0.0817074328660965,0.00142288208007812,0.00118055555555557
"483",0.0864362418651581,0.000738978385925293,0.00129770992366411
"484",0.0873153433203697,0.000651955604553223,0.00135036496350365
"485",0.0878762155771255,0.000600814819335938,0.00137931034482759
"486",0.0876948609948158,0.000616669654846191,0.00140000000000001
"487",0.0867989808320999,0.000701069831848145,0.00139810426540284
"488",0.0852409079670906,0.00087440013885498,0.00139211136890952
"489",0.0827916339039803,0.00122761726379395,0.00132631578947369
"490",0.0826905593276024,0.00124442577362061,0.00129682997118155
"491",0.0844339281320572,0.00097966194152832,0.00128544423440454
"492",0.0826370641589165,0.00125324726104736,0.00122395833333333
"493",0.0798753947019577,0.00181794166564941,0.00116022099447514
"494",0.0755053013563156,0.00319993495941162,0.00106884057971014
"495",0.0678466036915779,0.00808441638946533,0.00091803278688525
"496",0.0599270984530449,0.0193127393722534,0.000783410138248856
"497",0.0571119710803032,0.0257762670516968,0.000728929384965832
"498",0.054030429571867,0.0349363088607788,0.00069444444444444
"499",0.0517752841114998,0.0432696342468262,0.000655391120507404
"500",0.0515310615301132,0.0442718267440796,0.000624999999999987
"501",0.0514937154948711,0.0444318056106567,0.000625000000000003
"502",0.0548672154545784,0.0322011709213257,0.000666666666666667
"503",0.0615931302309036,0.0162069797515869,0.000745614035087711
"504",0.0709700435400009,0.0055997371673584,0.000875000000000004
"505",0.0829602032899857,0.00120115280151367,0.00102564102564103
"506",0.0979044660925865,0.000132441520690918,0.0011578947368421
"507",0.108529016375542,2.26497650146484e-05,0.00127659574468084
"508",0.115619637072086,6.31809234619141e-06,0.00140127388535031
"509",0.123038977384567,1.54972076416016e-06,0.00148007590132828
"510",0.13159641623497,2.38418579101562e-07,0.00150943396226415
"511",0.132097527384758,2.38418579101562e-07,0.0015
"512",0.127892643213272,5.96046447753906e-07,0.0014736842105263
"513",0.126324877142906,8.34465026855469e-07,0.00143266475644699
"514",0.121171049773693,2.26497650146484e-06,0.00136222910216719
"515",0.115075998008251,7.03334808349609e-06,0.00129870129870129
"516",0.108322523534298,2.36034393310547e-05,0.0012499999999999
"517",0.102762192487717,6.03199005126953e-05,0.00121405750798722
"518",0.100602172315121,8.59498977661133e-05,0.00120805369127517
"519",0.100520059466362,8.71419906616211e-05,0.00121513944223107
"520",0.103254072368145,5.55515289306641e-05,0.00124999999999998
"521",0.105953030288219,3.52859497070312e-05,0.00129326047358834
"522",0.106794111430645,3.06367874145508e-05,0.00132936507936508
"523",0.110317200422287,1.65700912475586e-05,0.00138036809815952
"524",0.113048769533634,1.02519989013672e-05,0.00141176470588235
"525",0.113421246409416,9.5367431640625e-06,0.00141025641025643
"526",0.110844440758228,1.50203704833984e-05,0.00141891891891892
"527",0.107832439243793,2.55107879638672e-05,0.00142857142857145
"528",0.103594020009041,5.24520874023438e-05,0.00141196013289036
"529",1,1,NA
"530",1,1,NA
"531",1,1,NA
"532",1,1,NA
"533",1,1,NA
"534",1,1,NA
"535",1,1,NA
"536",0.0686109215021133,0.00737380981445312,0.00158163265306122
"537",0.0759242400527,0.00302672386169434,0.00163793103448276
"538",0.0850245356559753,0.000900030136108398,0.00162499999999999
"539",0.0964871123433113,0.000164985656738281,0.00160919540229885
"540",0.104142099618912,4.78029251098633e-05,0.00156666666666666
"541",0.10451041162014,4.49419021606445e-05,0.00152298850574713
"542",0.104419685900211,4.56571578979492e-05,0.00148333333333333
"543",0.103804461658001,5.0663948059082e-05,0.00143162393162393
"544",0.0979528501629829,0.000131130218505859,0.00132936507936508
"545",0.0877515748143196,0.000612854957580566,0.00116923076923077
"546",0.0817423611879349,0.00141704082489014,0.00109565217391304
"547",0.0815785899758339,0.00144875049591064,0.00109090909090907
"548",0.084496445953846,0.000971436500549316,0.00116013071895424
"549",0.0893391817808151,0.000486373901367188,0.00125461254612546
"550",0.0908926650881767,0.000386953353881836,0.00131428571428572
"551",0.0909778699278831,0.000382184982299805,0.00135245901639345
"552",0.0898560509085655,0.000451207160949707,0.0013728813559322
"553",0.0874535962939262,0.000638723373413086,0.00137071651090343
"554",0.0848483219742775,0.00092315673828125,0.00132978723404255
"555",0.0824454575777054,0.00128674507141113,0.00126482213438735
"556",0.0825741738080978,0.00126504898071289,0.00122516556291391
"557",0.0800150260329247,0.0017850399017334,0.00116455696202532
"558",0.0790031850337982,0.00203907489776611,0.00113006396588486
"559",0.0761354640126228,0.00295460224151611,0.00107142857142857
"560",0.0716856122016907,0.00512969493865967,0.000987654320987655
"561",0.0634544640779495,0.0132403373718262,0.000836012861736339
"562",0.0551526099443436,0.0313178300857544,0.0007286432160804
"563",0.0537818409502506,0.0357871055603027,0.000688935281837161
"564",0.052131399512291,0.0418614149093628,0.000666666666666672
"565",0.0487194322049618,0.0571968555450439,0.000617760617760618
"566",0.0462411232292652,0.0710659027099609,0.000571428571428585
"567",0.0466196052730083,0.0688052177429199,0.000570175438596495
"568",0.0514912717044353,0.0444319248199463,0.0006265664160401
"569",0.0600814409554005,0.0190103054046631,0.000722222222222222
"570",0.0711464583873749,0.00547945499420166,0.00084507042253521
